Accident_Index,Date,Speed_Limit,Road_Type,Urban_or_Rural_Area,Weather_Conditions,Light_Conditions,Road_Surface_Conditions,Casualties,Severity,District,Latitude,Longitude,Vehicle_Type
ACC2021002042,2022-12-05,60,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.46521506067345,-1.8384422361750021,Bike
ACC2021002043,2022-07-29,20,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,2,Slight,Leeds,53.778632969402196,-1.5354139897700694,Car
ACC2021002044,2022-08-08,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.36407573923463,-1.5106485131624836,Car
ACC2021002045,2021-06-10,30,Dual carriageway,Rural,Raining no high winds,Day,Dry,1,Slight,Birmingham,52.46597598708205,-1.8504986302692887,Car
ACC2021002046,2022-11-12,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Sheffield,53.41569813622407,-1.5120948128750198,Car
ACC2021002047,2021-03-30,70,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.46647415853464,-1.9282210052318294,Agricultural
ACC2021002048,2022-11-19,30,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.78477425892209,-1.5316422490268804,Car
ACC2021002049,2022-08-08,30,Dual carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Cornwall,50.26920609297871,-5.013109806945545,Car
ACC2021002050,2022-08-12,30,Single carriageway,Urban,Raining no high winds,Day,Dry,2,Serious,Birmingham,52.55873425898407,-1.883016237927319,Car
ACC2021002051,2021-06-08,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.408275999338464,-1.4088775420762047,Car
ACC2021002052,2022-05-04,40,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.457123875121425,-1.8491504514799415,Car
ACC2021002053,2021-11-20,30,Dual carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.46918059701514,-1.8714313813836225,Agricultural
ACC2021002054,2022-09-02,60,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Leeds,53.7767751249407,-1.5041589236750925,Car
ACC2021002055,2022-01-16,30,Single carriageway,Rural,Fine no high winds,Dark,Wet or damp,2,Serious,Sheffield,53.39406600746962,-1.4731714594051208,Car
ACC2021002056,2021-04-12,40,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Manchester,53.48001662013258,-2.159337079576385,Car
ACC2021002057,2022-05-09,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,County Durham,54.774430996352315,-1.6228363294586592,Bike
ACC2021002058,2022-10-06,30,Single carriageway,Rural,Fine no high winds,Dark,Dry,4,Serious,Cornwall,50.247930105113696,-5.0204339549088015,Car
ACC2021002059,2022-09-06,40,One way street,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.85679565231561,-1.528166429744667,Car
ACC2021002060,2021-01-19,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.75385064441417,-1.5705504223468043,Car
ACC2021002061,2022-03-30,30,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.78784619282055,-1.5404192348780406,Car
ACC2021002062,2022-04-27,20,Single carriageway,Urban,Raining no high winds,Day,Dry,2,Slight,Leeds,53.80156411714102,-1.5206287445693807,Bike
ACC2021002063,2022-08-17,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,2,Slight,Birmingham,52.46435169198407,-1.892560750827935,Car
ACC2021002064,2022-02-01,40,Roundabout,Urban,Fine no high winds,Day,Frost or ice,1,Serious,Birmingham,52.466594405580395,-1.8820458732029706,Car
ACC2021002065,2021-10-06,20,Single carriageway,Urban,Fine no high winds,Day,Dry,2,Serious,Birmingham,52.462371460209695,-1.8787022470767623,Car
ACC2021002066,2021-12-31,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.506544357411535,-1.8741685044724457,Bike
ACC2021002067,2021-11-27,30,Dual carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Leeds,53.787172145414786,-1.5085707219020579,Bike
ACC2021002068,2022-10-03,60,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.80681784634309,-1.518262166411005,Car
ACC2021002069,2021-12-10,30,One way street,Rural,Raining no high winds,Day,Dry,1,Slight,Manchester,53.54210831990653,-2.1920843850159413,Car
ACC2021002070,2022-03-31,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Fatal,Kirklees,53.635092078392624,-1.7485462688660622,Car
ACC2021002071,2022-08-24,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Bradford,53.86738609371278,-1.6988164289087802,Car
ACC2021002072,2022-12-26,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Fatal,Cheshire East,53.19358772621338,-2.3301085804259407,Car
ACC2021002073,2022-10-17,60,Dual carriageway,Urban,Raining no high winds,Day,Wet or damp,4,Serious,Bradford,53.82548399444694,-1.7247388662892988,Car
ACC2021002074,2021-03-06,30,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Cornwall,50.28222616831223,-5.042813402715378,Car
ACC2021002075,2021-03-17,20,One way street,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.53368127646553,-1.8983023956328062,Car
ACC2021002076,2022-12-12,60,Dual carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Birmingham,52.50053233576336,-1.8848834893482571,Car
ACC2021002077,2021-05-23,30,Roundabout,Rural,Raining + high winds,Day,Dry,1,Slight,Birmingham,52.456092498838935,-1.8744129887900627,Car
ACC2021002078,2022-08-28,30,Slip road,Urban,Fine no high winds,Day,Dry,1,Serious,Birmingham,52.463413579752796,-1.8512128314527265,Car
ACC2021002079,2022-04-18,20,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Serious,Birmingham,52.46029012590162,-1.9190152934140772,Car
ACC2021002080,2022-02-21,40,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.480617783003545,-1.8519122074433731,Bike
ACC2021002081,2021-11-01,30,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,2,Serious,Cornwall,50.254814162886554,-5.051529556846537,Van
ACC2021002082,2022-05-12,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.280426039232246,-5.061327489230107,Car
ACC2021002083,2021-10-18,40,Single carriageway,Rural,Raining no high winds,Day,Dry,1,Serious,Leeds,53.72058947567235,-1.5509525689454655,Bike
ACC2021002084,2021-04-12,50,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Sheffield,53.37498723652992,-1.48270545425422,Bike
ACC2021002085,2021-09-24,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.79868586336873,-1.5514232946265656,Car
ACC2021002086,2022-09-14,60,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Serious,Birmingham,52.47037816533079,-1.8962908611412579,Car
ACC2021002087,2021-01-03,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.3980887081552,-1.4313039266128769,Car
ACC2021002088,2021-03-26,60,Single carriageway,Rural,Raining no high winds,Day,Dry,1,Slight,Kirklees,53.628686870656594,-1.751287600215059,Car
ACC2021002089,2021-11-24,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Serious,Liverpool,53.421957770770064,-3.0334553241971642,Car
ACC2021002090,2022-03-26,60,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.81616563059304,-1.53952251555942,Car
ACC2021002091,2022-03-30,30,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.81911696010294,-1.5676391386082755,Car
ACC2021002092,2022-09-21,20,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.44694057516899,-1.9447280415866235,Car
ACC2021002093,2021-08-09,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.38949357489783,-1.4434700717522384,Car
ACC2021002094,2021-06-03,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.5032047248434,-1.871165588726597,Car
ACC2021002095,2022-10-27,30,Single carriageway,Rural,Raining no high winds,Day,Dry,1,Slight,Sheffield,53.42776533788284,-1.4561503716183835,Car
ACC2021002096,2021-01-12,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,County Durham,54.77081914107691,-1.5175335833040302,Car
ACC2021002097,2021-05-13,30,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Cheshire East,53.21507185230622,-2.337705759786871,Car
ACC2021002098,2021-10-31,40,Single carriageway,Urban,Fine no high winds,Day,Dry,2,Slight,Cornwall,50.30089499392786,-5.104755893373512,Car
ACC2021002099,2021-10-20,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Liverpool,53.37973043168567,-3.0112774094958055,Bus
ACC2021002100,2021-10-27,20,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.34727202553613,-1.466431761115041,Car
ACC2021002101,2021-02-12,60,Roundabout,Rural,Fine no high winds,Day,Dry,1,Slight,Leeds,53.85914550181753,-1.5576735216029545,Car
ACC2021002102,2021-12-09,60,One way street,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Birmingham,52.43926038278326,-1.9342431226517784,Bike
ACC2021002103,2021-11-22,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,2,Serious,Birmingham,52.50052010847288,-1.8912442023897786,Car
ACC2021002104,2022-05-13,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.43529974618657,-2.9824988142002242,Car
ACC2021002105,2021-12-30,30,Single carriageway,Rural,Fine no high winds,Dark,Wet or damp,1,Serious,Cornwall,50.24307043427262,-5.082170859983212,Bike
ACC2021002106,2022-03-03,50,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Sheffield,53.3545492981624,-1.4684092516082201,Car
ACC2021002107,2021-01-21,40,Dual carriageway,Rural,Raining no high winds,Day,Dry,1,Slight,County Durham,54.727210259703774,-1.6154966011778322,Van
ACC2021002108,2022-02-11,40,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.376673586096175,-1.4831482513206997,Car
ACC2021002109,2022-09-11,30,Roundabout,Rural,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.4222793323995,-2.9984526458670433,Van
ACC2021002110,2021-12-02,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Serious,Birmingham,52.47298714525974,-1.8784749063045494,Car
ACC2021002111,2021-04-27,30,Single carriageway,Urban,Fine no high winds,Day,Dry,3,Fatal,Cheshire East,53.23194760943771,-2.311746156531478,Car
ACC2021002112,2021-05-04,30,One way street,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Liverpool,53.324410379500556,-3.003015823263357,Car
ACC2021002113,2022-02-03,20,Roundabout,Urban,Fine no high winds,Day,Dry,4,Serious,Cheshire East,53.22281284548764,-2.3030015570218008,Car
ACC2021002114,2022-12-16,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.424779616196716,-1.4996690382500513,Bus
ACC2021002115,2021-02-20,40,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.777916121294105,-1.5147690928594857,Car
ACC2021002116,2021-11-20,40,Single carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Birmingham,52.48140683493206,-1.8821064454400693,Car
ACC2021002117,2021-05-21,70,Single carriageway,Rural,Fine no high winds,Day,Dry,2,Slight,Birmingham,52.45285588943545,-1.9071586205469664,Car
ACC2021002118,2022-04-15,30,Dual carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Cornwall,50.25610868217094,-4.997089477703779,Car
ACC2021002119,2021-11-30,70,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.82471885058139,-1.564245595611549,Other
ACC2021002120,2022-01-08,40,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.37566359534545,-1.4698326193253866,Car
ACC2021002121,2022-07-18,30,Single carriageway,Urban,Raining no high winds,Day,Wet or damp,1,Slight,Cornwall,50.25116813408597,-5.052088170935911,Car
ACC2021002122,2022-05-09,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.54352399842325,-1.8586653342024333,Van
ACC2021002123,2022-06-23,40,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Fatal,Birmingham,52.48212149368531,-1.852757588531013,Car
ACC2021002124,2022-10-31,30,Roundabout,Urban,Fine no high winds,Day,Dry,2,Serious,Birmingham,52.45359914918546,-1.863828563221374,Car
ACC2021002125,2021-06-05,60,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Birmingham,52.446828758816274,-1.948506605916126,Car
ACC2021002126,2021-10-18,40,Dual carriageway,Urban,Raining + high winds,Dark,Dry,1,Slight,Sheffield,53.3832821834934,-1.4679028524250157,Car
ACC2021002127,2022-10-10,40,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.8222132166676,-1.5269307626435278,Bus
ACC2021002128,2021-05-24,60,Dual carriageway,Urban,Raining no high winds,Dark,Dry,1,Slight,Birmingham,52.530312701001826,-1.8911966454166056,Car
ACC2021002129,2021-04-16,30,Roundabout,Urban,Raining no high winds,Dark,Dry,1,Slight,County Durham,54.775948952588095,-1.538641921167919,Bike
ACC2021002130,2022-02-24,40,Single carriageway,Rural,Fine no high winds,Dark,Wet or damp,2,Slight,Manchester,53.445346090943026,-2.2465594615860436,Car
ACC2021002131,2022-11-01,50,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.46468600562949,-1.9209547873241535,Car
ACC2021002132,2022-10-20,30,Single carriageway,Rural,Fine no high winds,Dark,Wet or damp,1,Slight,Manchester,53.494948329470084,-2.2687905852552084,Car
ACC2021002133,2021-01-02,20,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Manchester,53.464867468690834,-2.2422032364300017,Car
ACC2021002134,2022-08-12,60,Dual carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.273390578000125,-5.0134387710566,Bike
ACC2021002135,2022-10-06,20,Single carriageway,Rural,Fine no high winds,Dark,Dry,2,Slight,Leeds,53.827970486424796,-1.5247259146348482,Bike
ACC2021002136,2021-03-31,50,Single carriageway,Rural,Raining no high winds,Day,Dry,2,Slight,Birmingham,52.4595622432977,-1.8329863145128105,Bus
ACC2021002137,2021-12-11,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.39857883704305,-3.0147462619647913,Car
ACC2021002138,2021-12-16,30,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Bradford,53.773599363568756,-1.823182846148279,Van
ACC2021002139,2022-04-04,30,Single carriageway,Urban,Raining no high winds,Dark,Wet or damp,1,Slight,Sheffield,53.39474690969384,-1.5237302822076548,Car
ACC2021002140,2021-09-20,30,Single carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Liverpool,53.36521309177618,-2.9388791198107946,Other
ACC2021002141,2021-12-17,30,Dual carriageway,Rural,Fine no high winds,Dark,Dry,2,Slight,Cornwall,50.307674828039765,-5.087209173131124,Bike
ACC2021002142,2021-04-18,60,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,2,Slight,Leeds,53.77062980548273,-1.5236279811245934,Car
ACC2021002143,2022-08-09,30,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,County Durham,54.72690604748399,-1.588310118484233,Bus
ACC2021002144,2021-02-08,30,Dual carriageway,Rural,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.79189381418278,-1.5922232989158842,Car
ACC2021002145,2021-06-08,40,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.76769891373636,-1.6063693487360624,Car
ACC2021002146,2022-08-06,50,Dual carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Leeds,53.813735810192625,-1.5680014806333027,Car
ACC2021002147,2021-11-08,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.34457160354301,-2.9669191030757065,Car
ACC2021002148,2021-08-29,50,Dual carriageway,Urban,Fine no high winds,Dark,Wet or damp,2,Slight,County Durham,54.80013485183151,-1.5631844286041483,Car
ACC2021002149,2022-03-21,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.842061066795395,-1.5204270437210599,Bike
ACC2021002150,2021-10-25,60,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.49994033711213,-1.9131001242032397,Car
ACC2021002151,2021-02-05,30,Dual carriageway,Rural,Raining no high winds,Dark,Dry,1,Slight,Leeds,53.829461145841755,-1.5559084648129766,Van
ACC2021002152,2021-03-25,30,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Bradford,53.76728899285567,-1.7525277000215134,Car
ACC2021002153,2022-03-28,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Sheffield,53.38291884293508,-1.462415680501285,Van
ACC2021002154,2022-01-20,30,Single carriageway,Urban,Fine no high winds,Day,Dry,2,Slight,Birmingham,52.491290792616,-1.918169933940679,Car
ACC2021002155,2021-06-21,30,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.458102532355404,-1.866718265439059,Car
ACC2021002156,2022-01-11,60,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Manchester,53.47918717970483,-2.289882166307017,Car
ACC2021002157,2022-11-16,40,Single carriageway,Urban,Fog or mist,Dark,Dry,2,Slight,Leeds,53.77251583247798,-1.5960287554740917,Car
ACC2021002158,2021-12-28,30,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,Leeds,53.811613883828585,-1.5378324970099506,Bike
ACC2021002159,2022-07-13,40,One way street,Rural,Fine no high winds,Day,Wet or damp,1,Serious,Sheffield,53.34124712350203,-1.5006513326328592,Car
ACC2021002160,2021-05-21,60,One way street,Urban,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.271565043145934,-5.069116324482506,Bus
ACC2021002161,2021-04-28,40,Dual carriageway,Urban,Raining no high winds,Day,Dry,1,Slight,Birmingham,52.447607971211234,-1.8685362743466694,Car
ACC2021002162,2021-10-04,30,Slip road,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.794913573865614,-1.6167578740480655,Car
ACC2021002163,2022-12-27,40,Slip road,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.47975417605931,-1.8244239442153771,Car
ACC2021002164,2021-08-08,40,Roundabout,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.81143472453045,-1.5468424452316496,Bike
ACC2021002165,2021-01-26,60,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Leeds,53.80916550592456,-1.5663517578652795,Car
ACC2021002166,2022-06-05,30,Single carriageway,Urban,Fine no high winds,Dark,Wet or damp,1,Slight,Cornwall,50.24078800682358,-5.101666339759876,Car
ACC2021002167,2021-01-10,40,Single carriageway,Urban,Fine no high winds,Day,Wet or damp,1,Slight,County Durham,54.74089582608212,-1.5362247376523048,Car
ACC2021002168,2022-01-13,20,Single carriageway,Urban,Fine no high winds,Dark,Dry,1,Slight,Leeds,53.792183528379475,-1.5205001534988303,Van
ACC2021002169,2022-09-25,40,Dual carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.197485297292154,-5.055518766514855,Car
ACC2021002170,2022-09-29,70,Single carriageway,Rural,Fine no high winds,Day,Wet or damp,1,Slight,Manchester,53.54238504768697,-2.2461616032282117,Car
ACC2021002171,2022-11-13,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Liverpool,53.42107879439968,-3.0184041285693857,Car
ACC2021002172,2022-08-07,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.4736439674575,-1.8992564467164645,Car
ACC2021002173,2021-06-01,30,Single carriageway,Urban,Fine no high winds,Day,Dry,1,Slight,Birmingham,52.473883748338686,-1.9128909210077305,Agricultural
ACC2021002174,2022-12-21,50,Single carriageway,Rural,Raining no high winds,Day,Dry,1,Slight,Sheffield,53.39021185262209,-1.5315898674938133,Bike
ACC2021002175,2021-02-18,30,Dual carriageway,Urban,Fine no high winds,Dark,Snow,1,Slight,Bradford,53.852774908866174,-1.7710172416423517,Bus
ACC2021002176,2021-06-03,40,Single carriageway,Rural,Fine no high winds,Day,Dry,1,Slight,Cornwall,50.22884972008164,-5.06672975805027,Car
